šum₂-ma	NV2=STEM.NV4=SUB
{d}inana-ke₄	N1=NAME.N5=ERG
šag₄-ge	N1=STEM.N5=L3-NH
pad₃-da	NV2=STEM.NV4=SUB
{d}utu-he₂-ŋal₂	N1=NAME
nita	N1=STEM
kalag-ga	NV2=STEM.NV4=SUB
unug{ki}-ta	N1=NAME.N5=ABL
mu-ši-e₃	V4=VEN.V6=3-SG-H.V9=TERM.V12=STEM.V14=3-SG-S
e₂	N1=STEM
{d}iškur-ka	N1=NAME.N5=GEN.N5=L2-NH
ŋeš	N1=STEM.N5=ABS
bi₂-du₃	V5=3-NH.V10=L2.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
dumu	N1=STEM
iri-na-ke₄-ne	N1=STEM.N3=3-SG-H-POSS.N5=GEN.N4=PL.N5=DAT-H
gu₃	N1=STEM.N5=ABS
mu-ne-de₂-e	V4=VEN.V6=3-PL-H.V7=DAT.V12=STEM.V14=3-SG-A
gu-ti-um{ki}	N1=NAME.N5=ABS
{d}en-lil₂-le	N1=NAME.N5=ERG
ma-an-šum₂	V4=VEN.V7=DAT.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
nin-ŋu₁₀	N1=STEM.N3=1-SG-POSS
{d}inana	N1=NAME.N5=ABS
a₂-dah-ŋu₁₀-um	N1=STEM.N3=1-SG-POSS.N5=ABS.N6=COP-3-SG
{d}dumu-zid-ama-ušum-gal-an-na-ke₄	N1=NAME.N5=ERG
nam-ŋu₁₀	N1=STEM.N3=1-SG-POSS.N5=ABS
bi₂-dug₄	V5=3-NH.V10=L2.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
{d}bil₄-ga-meš₃	N1=NAME
dumu	N1=STEM
{d}nin-sumun₂-na-ke₄	N1=NAME.N5=GEN.N5=ABS-OB
maškim-še₃	N1=STEM.N5=TERM
ma-an-šum₂	V4=VEN.V7=DAT.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
dumu	N1=STEM
unug{ki}-ga	N1=NAME.N5=GEN
dumu	N1=STEM
kul-aba₄{ki}-ra	N1=NAME.N5=DAT-H
šag₄	N1=STEM
hul₂-la	NV2=STEM.NV4=SUB.N5=L1
ba-an-ŋar	V5=MID.V10=L1-SYN.V12=STEM.V14=3-SG-S
iri-ni	N1=STEM.N3=3-SG-H-POSS.N5=ABS
lu₂	N1=STEM
aš-gin₇	NV2=STEM.N5=EQU
eŋir-ra-ne₂	N1=STEM.N3=3-SG-H-POSS.N5=L3
ba-ab-us₂	V5=MID.V11=3-SG-NH-L3.V12=STEM.V14=3-SG-S
zu₂-keše₂	N1=STEM
igi	N1=STEM.N5=ABS
bar-ra	NV2=STEM.NV4=SUB.N5=L3-NH
si	N1=STEM.N5=ABS
bi₂-sa₂	V5=3-NH.V10=L3.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
e₂	N1=STEM
{d}iškur-ka	N1=NAME.N5=GEN.N5=L1
zig₃-ga-ne₂	NV2=STEM.NV4=SUB.N3=3-SG-H-POSS.N5=L3-NH
ud	N1=STEM
limmu₅-kam-ma	NV2=STEM.N5=GEN.N6=COP-3-SG.N5=L1
kab₂-su	N1=NAME
id₂-en-urin-gal-ka	N1=NAME.N5=GEN.N5=L2-NH
ŋeš	N1=STEM.N5=ABS
bi₂-du₃	V5=3-NH.V10=L2.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
ud	N1=STEM
ia₂-kam-ma	NV2=STEM.N5=GEN.N6=COP-3-SG.N5=L1
barag	N1=STEM
i₃-li₂-tab-ba-e-ka	N1=NAME.N5=GEN.N5=L2-NH
ŋeš	N1=STEM.N5=ABS
bi₂-du₃	V5=3-NH.V10=L2.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
ur-{d}nin-a-zu	N1=NAME
na-bi-{d}en-lil₂	N1=NAME
šagina	N1=STEM
ti-ri₂-ga-a-an	N1=NAME.N5=GEN
ki-en-gi-še₃	N1=NAME.N5=GEN.N5=TERM
kiŋ₂-gi₄-a	N1=STEM.N5=X
im-gi₄-eš	V2=FIN.V4=VEN.V12=STEM.V14=3-PL-S
in-dab₅-dab₅	V2=FIN.V11=3-SG-H-A.V12=STEM-RDP.V14=3-SG-P
šu-ba	N1=STEM.N3=3-SG-NH-POSS.N5=L1
ŋeš	N1=STEM.N5=ABS
ni-ŋar	V10=L1.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
barag	N1=STEM
i₃-li₂-tab-ba-e-ka	N1=NAME.N5=GEN.N5=L1
zig₃-ga-ne₂	NV2=STEM.NV4=SUB.N3=3-SG-H-POSS.N5=L3-NH
ud	N1=STEM
aš₃-kam-ma	NV2=STEM.N5=GEN.N6=COP-3-SG.N5=L1
{ka}karkara{ki}-ka	N1=NAME.N5=L2-NH
ŋeš	N1=STEM.N5=ABS
bi₂-du₃	V5=3-NH.V10=L2.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
{d}iškur-ra	N1=NAME.N5=DAT-H
mu-na-an-ŋen	V4=VEN.V6=3-SG-H.V7=DAT.V12=STEM.V14=3-SG-S
šud₃	N1=STEM.N5=ABS
mu-na-ra₂	V4=VEN.V6=3-SG-H.V7=DAT.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
{d}iškur	N1=NAME.N5=ABS
{ŋeš}tukul	N1=STEM.N5=ABS
{d}en-lil₂-le	N1=NAME.N5=ERG
ma-an-šum₂	V4=VEN.V7=DAT.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
a₂-dah-ŋu₁₀	N1=STEM.N3=1-SG-POSS.N5=ABS
he₂-me	V1=MOD1.V2=FIN.V12=COP.V14=2-SG-S
šag₄	N1=STEM
ŋi₆-ba-ka	N1=STEM.N3=DEM2.N5=GEN.N5=L1
x	_
im-ma-an-x	_
igi-nim	N1=STEM
adab{ki}	N1=NAME.N5=GEN.N5=L1
{d}utu	N1=NAME
e₃-a-ra	NV2=STEM.NV4=SUB.N5=DAT-H
mu-na-an-ŋen	V4=VEN.V6=3-SG-H.V7=DAT.V12=STEM.V14=3-SG-S
šud₃	N1=STEM.N5=ABS
mu-na-ra₂	V4=VEN.V6=3-SG-H.V7=DAT.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
{d}utu	N1=NAME.N5=ABS
gu-ti-um{ki}	N1=NAME.N5=ABS
{d}en-lil₂-le	N1=NAME.N5=ERG
ma-an-šum₂	V4=VEN.V7=DAT.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
a₂-dah-ŋu₁₀	N1=STEM.N3=1-SG-POSS.N5=ABS
he₂-me	V1=MOD1.V2=FIN.V12=COP.V14=2-SG-S
ki-bi	N1=STEM.N3=DEM2
bar	N1=STEM
gu-ti-um{ki}	N1=NAME.N5=GEN.N5=X
ŋeš	N1=STEM.N5=ABS
mu-na-par₃	V4=VEN.V6=3-SG-H.V7=DAT.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
erin₂	N1=STEM.N5=ABS
mu-na-lah₅	V4=VEN.V6=3-SG-H.V7=DAT.V11=3-SG-H-A.V12=STEM-PL.V14=3-SG-P
{d}utu-he₂-ŋal₂	N1=NAME
nita	N1=STEM
kalag-ga	NV2=STEM.NV4=SUB
aga₃-kar₂	N1=STEM.N5=ABS
im-mi-sig₁₀	V2=FIN.V4=VEN.V5=3-NH.V10=L2.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
šagina-bi	N1=STEM.N3=DEM2.N5=COM
ud-ba	N1=STEM.N3=DEM2.N5=L1
ti-ri₂-ga-a-an	N1=NAME
lugal	N1=STEM
gu-ti-um{ki}	N1=NAME.N5=GEN.N5=ABS
dili-a-ne₂	NV2=STEM.N3=3-SG-H-POSS.N5=L3-NH
ŋiri₃	N1=STEM.N5=ABS
ba-da-an-kar	V5=MID.V8=COM.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
ki	N1=STEM
zi-ni	N1=STEM.N3=3-SG-H-POSS.N5=ABS
ba-da-an-kar-ra	V5=MID.V6=3-SG-H.V8=COM.V11=3-SG-H-A.V12=STEM.V14=3-SG-P.V15=SUB
dab₄-ru-um{ki}-ma	N1=NAME.N5=L1
ba-an-sag₉	V5=MID.V10=L1-SYN.V12=STEM.V14=3-SG-S
lu₂	N1=STEM
dab₄-ru-um{ki}-ma-ke₄	N1=NAME.N5=GEN.N5=ERG
{d}utu-he₂-ŋal₂	N1=NAME.N5=ABS
bar	N1=STEM
lugal	N1=STEM
{d}en-lil₂-le	N1=NAME.N5=ERG
a₂	N1=STEM.N5=ABS
šum₂-ma	NV2=STEM.NV4=SUB.N5=ABS
i₃-me-a	V2=FIN.V12=COP.V14=3-SG-S.V15=SUB.N5=ABS
i₃-zu-a-ke₄-eš	V2=FIN.V11=3-SG-H-A.V12=STEM.V14='a.N5=ak.N5=TERM
ti-ri₂-ga-a-an-ra	N1=NAME.N5=L2-H
šu	N1=STEM.N5=ABS
nu-ni-ba	V1=NEG.V6=3-SG-H.V10=L2.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
{lu₂}kiŋ₂-gi₄-a	N1=STEM
{d}utu-he₂-ŋal₂	N1=NAME.N5=GEN.N5=ERG
ti-ri₂-ga-a-an	N1=NAME
u₃	N1=STEM
dam	N1=STEM
dumu-ni	N1=STEM.N3=3-SG-H-POSS.N5=ABS
dab₄-ru-um{ki}-ma	N1=NAME.N5=L1
mu-un-dab₅	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
šu-na	N1=STEM.N3=3-SG-H-POSS.N5=L2-NH
ŋeš	N1=STEM.N5=ABS
bi₂-ŋar	V5=3-NH.V10=L2.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
igi-na	N1=STEM.N3=3-SG-H-POSS.N5=L2-NH
tug₂	N1=STEM.N5=ABS
bi₂-si	V5=3-NH.V10=L2.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
{d}utu-he₂-ŋal₂	N1=NAME.N5=ERG
igi	N1=STEM
{d}utu-še₃	N1=NAME.N5=GEN.N5=TERM
ŋiri₃-ni-še₃	N1=STEM.N3=3-SG-H-POSS.N5=TERM
mu-nu₂	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
gu₂-na	N1=STEM.N3=3-SG-H-POSS.N5=L2-NH
ŋiri₃	N1=STEM.N5=ABS
bi₂-gub	V5=3-NH.V10=L2.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
gu-ti-um{ki}	N1=NAME
muš-ŋiri₂	N1=STEM
hur-saŋ-ŋa₂	N1=STEM.N5=GEN.N5=ABS
ki-in-dar-a	N1=STEM.N5=X
bi₂-naŋ	V5=b.V10=X.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
X	_
x	_
X	_
ŋeš	N1=STEM.N5=ABS
bi₂-X	_
X	_
ma₂-gid₂	N1=STEM.N5=ABS
zag-ba	N1=STEM.N3=3-SG-NH-POSS.N5=L1
im-ta-ŋar	V2=FIN.V4=VEN.V5=3-NH.V9=ABL.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
nam-lugal	N1=STEM
ki-en-gi-ra	N1=NAME.N5=GEN.N5=ABS
šu-ba	N1=STEM.N3=3-SG-NH-POSS.N5=L2-NH
im-mi-gi₄	V2=FIN.V4=VEN.V5=3-NH.V10=L2.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
ud	N1=STEM
an	N1=STEM
ki-a	N1=STEM.N5=L1
nam	N1=STEM.N5=ABS
tar-re-da	NV2=STEM.NV3=PF.N5=L1
lagaš{ki}-e	N1=NAME.N5=ERG
me	N1=STEM
gal-la	NV2=STEM.N5=L1
saŋ	N1=STEM.N5=ABS
an-še₃	N1=STEM.N5=TERM
mi-ni-ib₂-il₂	V4=VEN.V10=L1.V11=3-SG-NH-A.V12=STEM.V14=3-SG-P
{d}en-lil₂-e	N1=NAME.N5=ERG
en	N1=STEM
{d}nin-ŋir₂-su₂-še₃	N1=NAME.N5=TERM
igi	N1=STEM
zid	NV2=STEM.N5=ABS
mu-ši-bar	V4=VEN.V6=3-SG-H.V9=TERM.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
iri-me-a	N1=STEM.N3=1-PL.POSS.N5=L1
niŋ₂-du₇	N1=STEM.N5=ERG
pa	N1=STEM.N5=ABS
nam-e₃	V1=MOD7.V4=VEN.V11=3-SG-NH-A.V12=STEM.V14=3-SG-P
šag₄	N1=STEM.N5=ABS
gu₂-be₂	N1=STEM.N3=3-SG-NH-POSS.N5=L3-NH
nam-gi₄	V1=MOD7.V4=VEN.V11=3-SG-NH-L3.V12=STEM.V14=3-SG-S
šag₄	N1=STEM.N5=ABS
{d}en-lil₂-la₂	N1=NAME.N5=GEN.N5=ABS
gu₂-be₂	N1=STEM.N3=3-SG-NH-POSS.N5=L3-NH
nam-gi₄	V1=MOD7.V4=VEN.V11=3-SG-NH-L3.V12=STEM.V14=3-SG-S
šag₄	N1=STEM.N5=ABS
gu₂-be₂	N1=STEM.N3=3-SG-NH-POSS.N5=L3-NH
nam-gi₄	V1=MOD7.V4=VEN.V11=3-SG-NH-L3.V12=STEM.V14=3-SG-S
a-ŋi₆	N1=STEM
uru₁₆	NV2=STEM
nam-mul	_
ni₂	N1=STEM.N5=ABS
il₂-il₂	NV2=STEM-RDP
šag₄	N1=STEM.N5=ABS
{d}en-lil₂-la₂-ke₄	N1=NAME.N5=GEN.N5=ERG
{id₂}idigna-am₃	N1=NAME.N5=ABS.N6=COP-3-SG
a	N1=STEM
dug₃	NV2=STEM.N5=ABS
nam-de₆	V1=MOD7.V4=VEN.V11=3-SG-NH-A.V12=STEM.V14=3-SG-P
e₂-e	N1=STEM.N5=DAT-NH
lugal-be₂	N1=STEM.N3=3-SG-NH-POSS.N5=ERG
gu₃	N1=STEM.N5=ABS
ba-de₂	V5=3.NH.V7=DAT.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
e₂-ninnu	N1=NAME.N5=GEN
me-be₂	N1=STEM.N3=3-SG-NH-POSS.N5=L3-NH
an	N1=STEM
ki-a	N1=STEM.N5=L1
pa	N1=STEM.N5=ABS
e₃	NV2=STEM.N5=ABS
mu-ak-ke₄	V4=VEN.V10=L1-SYN.V12=STEM.V14=3-SG-A
ensi₂	N1=STEM.N5=ABS
lu₂	N1=STEM
ŋeštug₃	N1=STEM
daŋal-kam	NV2=STEM.N5=GEN.N5=ABS.N6=COP-3-SG
ŋeštug₃	N1=ŋeštug.N5=ø
i₃-ŋa₂-ŋa₂	V2=FIN.V12=STEM-PF.V14=3-SG-A
niŋ₂	N1=STEM
gal-gal-la	STEM-RDP.N5=L1
šu	N1=STEM.N5=ABS
mi-ni-mu₂-mu₂	V4=VEN.V10=L1.V11=3-SG-NH-P.V12=STEM-PF.V14=3-SG-A
gud	N1=STEM
du₇	NV2=STEM
maš₂	N1=STEM
du₇-re₆	NV2=STEM.N5=L3-NH
si	N1=STEM.N5=ABS
im-sa₂-sa₂-e	V2=FIN.V4=VEN.V11=3-SG-NH-L3.V12=STEM-RDP.V14=3-SG-A
šeg₁₂	N1=STEM
nam	N1=STEM.N5=ABS
tar-ra	NV2=STEM.NV4=SUB.N5=ERG
saŋ	N1=STEM.N5=ABS
mu-ši-ib₂-il₂	V4=VEN.V6=3-SG-H.V9=TERM.V11=3-SG-NH-A.V12=STEM.V14=3-SG-P
e₂	N1=STEM
kug	NV2=STEM
du₃-de₃	NV2=STEM.NV3=PF.N5=DAT-NH
gu₂-bi	N1=STEM.N3=3-SG-NH-POSS.N5=ABS
mu-ši-ib₂-zig₃	V4=VEN.V6=3-SG-H.V9=TERM.V11=3-SG-NH-A.V12=STEM.V14=3-SG-P
lugal-ni-ir	N1=STEM.N3=3-SG-H-POSS.N5=L2-H
ud-de₃	N1=STEM.N5=ERG
maš-ŋi₆-ka	N1=STEM.N5=L1
gu₃-de₂-a	N1=NAME.N5=ERG
en	N1=STEM
{d}nin-ŋir₂-su₂-ra	N1=NAME.N5=L2-H
igi	N1=STEM.N5=ABS
mu-ni-du₈-am₃	V4=VEN.V6=3.SG-H.V10=L2.V11=3-SG-H-A.V12=STEM.V14=3-SG-P.V15=SUB.N5=ABS.N6=COP-3-SG
e₂-a-ni	N1=STEM.N3=3-SG-H-POSS
du₃-ba	NV2=STEM.N3=3-SG-NH-POSS.N5=L2-NH
mu-na-dug₄	V4=VEN.V6=3-SG-H.V7=DAT.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
min-kam-ma-še₃	NV2=STEM
nu₂-a-ra	NV2=STEM.NV4=SUB.N5=DAT-H
nu₂-a-ra	NV2=STEM.NV4=SUB.N5=DAT-H
saŋ-ŋa₂	N1=STEM.N5=L1
mu-na-gub	V4=VEN.V6=3-SG-H.V7=DAT.V12=gub.V14=3-SG-S
ul₄	NV2=STEM.N5=X
mu-tag-tag-e	V4=VEN.V11=3-SG-H-A.V12=STEM-RDP.V14=3-SG-A
ma-du₃-na	V4=VEN.V7=DAT.V12=STEM.V14=2-SG-A.V16=SUB.N5=ABS
ma-du₃-na	V4=VEN.V7=DAT.V12=STEM.V14=2-SG-A.V16=SUB.N5=ABS
ensi₂	N1=STEM.N5=ABS
e₂-ŋu₁₀	N1=STEM.N3=1-SG-POSS.N5=ABS
ma-du₃-na	V4=VEN.V7=DAT.V12=STEM.V14=2-SG-A.V16=SUB.N5=ABS
gu₃-de₂-a	N1=NAME.N5=ABS
e₂-ŋu₁₀	N1=STEM.N3=1-SG-POSS.N5=ABS
du₃-da	NV2=STEM.NV3=PF.N5=GEN
ŋiškim-bi	N1=STEM.N3=3-SG-NH-POSS.N5=ABS
ga-ra-ab-šum₂	V2=MOD2.V6=2-SG.V7=DAT.V11=3-SG-NH-P.V12=STEM
ŋarza-ŋa₂	N1=STEM.N3=1-SG-POSS.N5=GEN
mul-an	N1=STEM
kug-ba	NV2=STEM.N3=3-SG-NH-POSS.N5=L2-NH
gu₃	N1=STEM.N5=ABS
ga-mu-ra-a-de₂	V2=MOD2.V4=VEN.V6=2-SG.V7=DAT.V10=L2.V12=STEM
e₂-ŋu₁₀	N1=STEM.N3=1-SG-POSS
e₂-ninnu	N1=NAME
an-ne₂	N1=NAME.N5=ERG
ki	N1=STEM.N5=ABS
ŋar-ra	NV2=STEM.NV4=SUB
me-bi	N1=STEM.N5=ABS
me	N1=STEM
gal-gal	NV2=STEM-RDP
me-me-a	N1=STEM-RDP.N5=L2-NH
dirig-ga	NV2=STEM.NV4=SUB
e₂	N1=STEM
lugal-bi	N1=STEM.N3=3-SG-NH-POSS.N5=ABS
igi	N1=STEM
sud	NV2=STEM.N5=ABS
il₂-il₂	NV2=STEM-RDP
anzud₂{mušen}-gin₇	N1=STEM.N5=EQU
šeg₁₂	N1=STEM.N5=ABS
gi₄-a-bi-še₃	NV2=STEM.NV4=SUB.N3=3-SG-NH-POSS.N5=TERM
an	N1=STEM.N5=ABS
im-ši-dub₂-dub₂	V2=FIN.V4=VEN.V5=3-NH.V9=ABL.V12=STEM-RDP.V14=3-SG-S
me-lem₄	N1=STEM
huš-bi	NV2=STEM.N3=3-SG-NH-POSS.N5=ABS
an-ne₂	N1=STEM.N5=L3-NH
im-us₂	V2=FIN.V4=VEN.V11=3-SG-NH-L3.V12=STEM.V14=3-SG-S
e₂-ŋa₂	N1=STEM.N3=1-SG-POSS.N5=GEN
ni₂	N1=STEM
gal-bi	NV2=STEM.N3=3-SG-NH-POSS.N5=ABS
kur-kur-ra	N1=STEM-RDP.N5=GEN
mu-ri	V4=VEN.V10=L1-SYN.V12=STEM.V14=3-SG-P
mu-bi-e	N1=STEM.N3=3-SG-NH-POSS.N5=DAT-NH
an-zag-ta	N1=STEM.N5=ABL
kur-kur-re	N1=STEM-RDP.N5=ERG
gu₂	N1=STEM.N5=ABS
im-ma-si-si	V2=FIN.V4=VEN.V5=3-NH.V7=DAT.V12=STEM-PF.V14=3-SG-A
ma₂-gan	N1=NAME
me-luh-ha	N1=NAME.N5=ABS
kur-bi-ta	N1=STEM.N3=3-SG-NH-POSS.N5=ABL
im-ma-ta-ed₃-de₃	V2=FIN.V4=VEN.V5=MID.V9=ABL.V12=STEM.V13=PF.V14=3-SG-S
ŋe₂₆	N1=STEM
{d}nin-ŋir₂-su	N1=NAME
a	N1=STEM
huš	NV2=STEM.N5=ABS
gi₄-a	NV2=STEM.NV4=SUB
ur-saŋ	N1=STEM
gal	NV2=STEM
ki	N1=STEM
{d}en-lil₂-la₂-ka	N1=NAME.N5=GEN.N5=GEN
en	N1=STEM
gaba-ri	N1=STEM.N5=ABS
nu-tuku	NV1=NEG.NV2=STEM.N5=ABS
e₂-ŋu₁₀	N1=STEM.N3=1-SG-POSS
e₂-ninnu	N1=NAME
ŋe₂₆-en	N1=STEM.N5=ABS
kur-ra	N1=STEM.N5=L2-NH
ab-dirig	V2=FIN.V5=3-NH.V10=L2-SYN.V12=STEM.V14=3-SG-S
tukul-ŋu₁₀	N1=STEM.N3=1-SG-POSS.N5=ABS
šar₂-ur₃	N1=NAME
kur	N1=STEM.N5óABS
šu-še₃	N1=STEM.N5=TERM
ŋar-ŋar	NV2=STEM-RDP.N5=ABS
igi	N1=STEM
huš-a-ŋu₁₀	NV2=STEM.NV4=SUB.N3=1-SG-POSS.N5=ABS
kur-re	N1=STEM.N5=ERG
nu-um-il₂	V1=NEG.V4=VEN.V11=3-SG-NH-A.V12=STEM.V14=3-SG-P
a₂	N1=STEM
bad-a-ŋu₁₀	NV2=STEM.NV4=SUB.N5=ABL
lu₂	N1=STEM.N5=ABS
la-ba-ta-e₃	V1=NEG.V5=MID.V9=ABL.V12=STEM.V14=3-SG-S
aya₂	N1=STEM
ugu₄-ŋu₁₀	NV2=STEM.NV4=SUB.N5=ERG
nam	N1=STEM
gal	NV2=STEM
ki	N1=STEM
aŋ₂-da	NV2=STEM.N5=COM
lugal	N1=STEM.N5=ABS
a-ma-ru	N1=STEM
